"","vocab_app","sort.freq_vocab..decreasing...TRUE.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","word_attribute_sorted"
"61","crisis",100,0.000858689027163288,0.00280348867012732,0.0018999941665673,0.00124844993784032,1.33248709085088e-09,0.00800765387438145,0.000649045157339187,6.32952526516836e-12,0.00763179830385384,0.000457284818773427,0.00129926755437361,6
"62","point",100,0.00179979760443642,0.0014922813960099,0.00074018808137091,0.00344738058630176,0.00149317050033072,0.000718595704691431,0.00269480161385803,0.00149753282440128,0.00384142676362191,0.000897432346296822,0.00209443442304478,9
"63","context",99,0.00105540900599035,0.00429935499605659,0.000627244500151014,0.000553292142868099,0.00323739028621309,0.00280189472604335,0.00120188190435444,0.00159815935115729,0.00226679276702888,8.87138662631806e-31,6.09312375251243e-40,2
"64","limit",99,0.000941616373211142,8.56837898688083e-21,0.00176666039786617,0.013473397791439,0.001415843935012,1.76806723137559e-06,0.00336664268272601,1.23252357241458e-20,2.9161871672255e-25,2.69390358910363e-28,0.0240330178261041,11
"65","result",99,0.00172163939897451,0.00122331432968804,0.00222565283094884,0.00170706990251399,0.00478814737536039,0.0018461086904236,0.000624871670302836,0.000776495072944724,0.000311764000015196,0.00335364577270838,1.67418373815613e-41,5
"66","show",99,0.00174571532157697,0.0038224078255647,0.00192877856459722,0.00103189471172987,0.00403688479992252,0.000951189903491226,0.00136507357089169,1.73000269451614e-14,0.000877362993944086,0.00061747505784087,0.0010769987496694,5
"67","explore",98,0.00445363903178419,0.00416932058132819,0.000249359823408133,0.00032380853080341,0.00210354490222465,0.0026611725922782,0.00110733273623653,3.30716569546741e-06,0.00130173081153737,0.000974386492135129,0.00117874193009094,1
"68","aim",96,0.00193214949043287,0.00236457461055864,0.00108370268991669,7.05484533351903e-24,0.0029529742557576,0.00284669984182581,0.000840507998894753,0.000539622583576738,0.00212490280439862,0.0027791522333412,0.000677917842491799,5
"69","value",96,0.00325594148400121,0.00503574253876723,0.000969076716986166,0.00484964853582444,0.000892651617793445,0.000867631583018257,0.00357030048401453,0.00419377466056358,0.000432222848626249,0.00410566534856954,0.00118398025701512,2
"70","develop",95,0.000717134770875399,0.00311975424129151,0.00116072551345622,0.00120831994593971,0.00226141316868809,0.000924805407480269,0.00244645094144317,0.00329477816903011,0.000777458013199545,0.00182022200234902,0.00207598719592118,8
"71","discuss",95,0.00103904404422447,0.00166365683711069,2.72850860122412e-19,0.00121147412612957,0.00551967782666876,0.00209392375163884,4.17053031895724e-18,2.69614607057542e-18,0.00184211521053349,0.000968715503268939,0.000807599712280604,5
"72","life",95,0.000687816627134442,0.00133111303612127,0.00222229210727357,0.00569587916776,0.00104098555873179,5.69633212486345e-05,0.00124120788668639,0.00466456978727855,0.0013381154904306,0.00324628390120267,0.00367264059106982,4
"73","role",95,0.00327808306320802,0.00448324148557128,0.00115077277013876,1.1983904152536e-38,0.0034798727126137,0.00226389489059948,2.97325037726313e-36,0.00266196499337753,2.23101748296834e-11,0.00142810512111225,1.32026301899352e-26,2
"74","address",94,0.00173211200274739,0.00158492654710181,0.00159607643392449,0.000813129151232632,0.000866299591679465,0.00252251043813194,0.0015800073014443,0.000288772057776365,0.00576508729950479,9.9056366367296e-59,0.00139701591010552,9
